EPC,RSSI (raw),Antenna,Count,Last Seen
E28011704000021CDFDB54EE,78,1,92,10:36:07
E28011704000021CDFDB428E,73,1,8,10:36:07
E28011704000021CDFDB424E,73,1,2,10:35:59
E28011704000021CDFDB422E,76,1,13,10:36:06
E28011704000021CDFDB420E,70,1,2,10:36:07
E28011704000021CDFDB421E,71,1,2,10:36:07
086895A5,71,1,1,10:36:01
