EPC,RSSI (raw),Antenna,Count,Last Seen
BB00000000000009,90,1,6,16:40:39
AA00000000000010,89,1,10,16:40:41
9999000000000005,85,1,4,16:40:40
9999000000000002,82,1,21,16:40:44
9999000000000003,80,1,43,16:40:47
9999000000000007,89,1,1,16:40:43
9999000000000001,90,1,5,16:40:50
9999000000000006,85,1,6,16:40:51
